Dorm,Appliance,Season,Hour,Month,DayOfWeek,Usage (kWh)
Adams Hall,Laptops,Summer,16,8,0,0.16
Gillespie Hall,Cooking Wares,Summer,17,8,0,0.79
Gillespie Hall,Phones,Summer,18,8,0,1.19
Gillespie Hall,Air Conditioners,Summer,19,8,0,1.07
Parker Hall,Lamps,Summer,20,8,0,2.58
Village,Laptops,Summer,21,8,0,2.54
Gillespie Hall,Phones,Summer,22,8,0,1.63
Chu Hall,Cooking Wares,Summer,23,8,0,0.47
Chu Hall,Cooking Wares,Summer,0,8,1,2.28
Adams Hall,Phones,Summer,1,8,1,1.07
Smith Hall,Heaters,Summer,2,8,1,0.51
Adams Hall,Cooking Wares,Summer,3,8,1,2.47
Chu Hall,Laptops,Summer,4,8,1,2.83
Kaplanis Hall,Heaters,Summer,5,8,1,2.21
Chu Hall,Kettles,Summer,6,8,1,0.64
Kaplanis Hall,Air Conditioners,Summer,7,8,1,1.48
Kaplanis Hall,Cooking Wares,Summer,8,8,1,2.76
Moulton House,Laptops,Summer,9,8,1,1.82
Village,Fans,Summer,10,8,1,2.53
Kaplanis Hall,Phones,Summer,11,8,1,2.36
Village,Phones,Summer,12,8,1,0.83
Village,Phones,Summer,13,8,1,2.3
Village,Heaters,Summer,14,8,1,1.43
Gillespie Hall,Laptops,Summer,15,8,1,2.4
Chu Hall,Fans,Summer,16,8,1,0.21
Village,Fans,Summer,17,8,1,2.21
Gillespie Hall,Heaters,Summer,18,8,1,1.62
Adams Hall,Kettles,Summer,19,8,1,1.67
Smith Hall,Phones,Summer,20,8,1,4.31
Gillespie Hall,Cooking Wares,Summer,21,8,1,2.25
Moulton House,Fridges,Summer,22,8,1,0.43
Moulton House,Lamps,Summer,23,8,1,0.95
Gillespie Hall,Phones,Summer,0,8,2,1.04
Parker Hall,Air Conditioners,Summer,1,8,2,2.15
Adams Hall,Laptops,Summer,2,8,2,0.22
Smith Hall,Cooking Wares,Summer,3,8,2,0.66
Chu Hall,Phones,Summer,4,8,2,2.37
Gillespie Hall,Cooking Wares,Summer,5,8,2,0.28
Smith Hall,Air Conditioners,Summer,6,8,2,0.42
Adams Hall,Lamps,Summer,7,8,2,0.34
Adams Hall,Cooking Wares,Summer,8,8,2,1.06
Adams Hall,Fans,Summer,9,8,2,2.1
Moulton House,Heaters,Summer,10,8,2,0.83
Chu Hall,Fans,Summer,11,8,2,2.47
Gillespie Hall,Laptops,Summer,12,8,2,2.3
Village,Fridges,Summer,13,8,2,2.77
Smith Hall,Heaters,Summer,14,8,2,0.99
Gillespie Hall,Cooking Wares,Summer,15,8,2,0.4
Smith Hall,Lamps,Summer,16,8,2,0.29
Adams Hall,Kettles,Summer,17,8,2,1.29
Moulton House,Phones,Summer,18,8,2,2.4
Parker Hall,Lamps,Summer,19,8,2,1.98
Chu Hall,Heaters,Summer,20,8,2,2.83
Adams Hall,Phones,Summer,21,8,2,1.74
Village,Kettles,Summer,22,8,2,2.86
Moulton House,Laptops,Summer,23,8,2,2.92
Smith Hall,Cooking Wares,Summer,0,8,3,0.16
Kaplanis Hall,Fridges,Summer,1,8,3,1.19
Smith Hall,Kettles,Summer,2,8,3,2.79
Kaplanis Hall,Lamps,Summer,3,8,3,1.4
Parker Hall,Air Conditioners,Summer,4,8,3,0.83
Parker Hall,Laptops,Summer,5,8,3,1.78
Village,Air Conditioners,Summer,6,8,3,1.03
Adams Hall,Kettles,Summer,7,8,3,1.14
Village,Heaters,Summer,8,8,3,2.62
Moulton House,Lamps,Summer,9,8,3,0.71
Gillespie Hall,Fans,Summer,10,8,3,1.17
Gillespie Hall,Air Conditioners,Summer,11,8,3,1.49
Kaplanis Hall,Laptops,Summer,12,8,3,0.82
Gillespie Hall,Kettles,Summer,13,8,3,1.89
Smith Hall,Cooking Wares,Summer,14,8,3,0.59
Chu Hall,Laptops,Summer,15,8,3,0.53
Chu Hall,Lamps,Summer,16,8,3,2.05
Smith Hall,Cooking Wares,Summer,17,8,3,1.84
Kaplanis Hall,Kettles,Summer,18,8,3,1.26
Kaplanis Hall,Air Conditioners,Summer,19,8,3,2.18
Kaplanis Hall,Kettles,Summer,20,8,3,4.46
Gillespie Hall,Laptops,Summer,21,8,3,2.15
Parker Hall,Phones,Summer,22,8,3,4.11
Adams Hall,Heaters,Summer,23,8,3,1.63
Parker Hall,Laptops,Summer,0,8,4,0.16
Gillespie Hall,Heaters,Summer,1,8,4,1.61
Chu Hall,Phones,Summer,2,8,4,1.75
Kaplanis Hall,Cooking Wares,Summer,3,8,4,1.92
Village,Phones,Summer,4,8,4,1.83
Adams Hall,Lamps,Summer,5,8,4,0.39
Moulton House,Lamps,Summer,6,8,4,2.28
Gillespie Hall,Kettles,Summer,7,8,4,1.62
Smith Hall,Cooking Wares,Summer,8,8,4,2.91
Parker Hall,Phones,Summer,9,8,4,0.64
Moulton House,Fridges,Summer,10,8,4,2.17
Village,Kettles,Summer,11,8,4,2.87
Moulton House,Lamps,Summer,12,8,4,2.51
Village,Cooking Wares,Summer,13,8,4,2.45
Parker Hall,Air Conditioners,Summer,14,8,4,0.47
Parker Hall,Fans,Summer,15,8,4,2.58
Chu Hall,Fridges,Summer,16,8,4,0.28
Gillespie Hall,Fans,Summer,17,8,4,1.72
Kaplanis Hall,Lamps,Summer,18,8,4,0.31
Adams Hall,Laptops,Summer,19,8,4,3.39
Gillespie Hall,Lamps,Summer,20,8,4,4.03
Moulton House,Laptops,Summer,21,8,4,1.92
Adams Hall,Laptops,Summer,22,8,4,2.14
Kaplanis Hall,Air Conditioners,Summer,23,8,4,1.08
Chu Hall,Fans,Summer,0,8,5,1.87
Smith Hall,Lamps,Summer,1,8,5,2.38
Kaplanis Hall,Lamps,Summer,2,8,5,0.82
Village,Kettles,Summer,3,8,5,2.13
Kaplanis Hall,Lamps,Summer,4,8,5,1.68
Moulton House,Fridges,Summer,5,8,5,0.4
Adams Hall,Heaters,Summer,6,8,5,0.25
Smith Hall,Fridges,Summer,7,8,5,1.31
Moulton House,Heaters,Summer,8,8,5,1.58
Kaplanis Hall,Cooking Wares,Summer,9,8,5,2.63
Kaplanis Hall,Fridges,Summer,10,8,5,2.61
Gillespie Hall,Fans,Summer,11,8,5,0.64
Kaplanis Hall,Kettles,Summer,12,8,5,1.73
Gillespie Hall,Air Conditioners,Summer,13,8,5,1.6
Gillespie Hall,Lamps,Summer,14,8,5,1.04
Kaplanis Hall,Laptops,Summer,15,8,5,2.31
Gillespie Hall,Lamps,Summer,16,8,5,0.35
Village,Phones,Summer,17,8,5,1.66
Adams Hall,Fridges,Summer,18,8,5,3.9
Adams Hall,Heaters,Summer,19,8,5,1.23
Moulton House,Heaters,Summer,20,8,5,4.11
Gillespie Hall,Fans,Summer,21,8,5,2.71
Smith Hall,Laptops,Summer,22,8,5,3.98
Smith Hall,Fans,Summer,23,8,5,0.26
Kaplanis Hall,Laptops,Summer,0,8,6,1.97
Parker Hall,Phones,Summer,1,8,6,0.26
Parker Hall,Air Conditioners,Summer,2,8,6,1.07
Chu Hall,Laptops,Summer,3,8,6,0.36
Moulton House,Heaters,Summer,4,8,6,0.37
Parker Hall,Cooking Wares,Summer,5,8,6,0.89
Adams Hall,Fans,Summer,6,8,6,1.7
Village,Cooking Wares,Summer,7,8,6,1.36
Kaplanis Hall,Kettles,Summer,8,8,6,2.97
Chu Hall,Cooking Wares,Summer,9,8,6,0.25
Village,Cooking Wares,Summer,10,8,6,2.41
Kaplanis Hall,Lamps,Summer,11,8,6,1.59
Village,Phones,Summer,12,8,6,2.23
Adams Hall,Fridges,Summer,13,8,6,2.96
Adams Hall,Air Conditioners,Summer,14,8,6,2.53
Gillespie Hall,Kettles,Summer,15,8,6,0.33
Parker Hall,Kettles,Summer,16,8,6,0.77
Smith Hall,Lamps,Summer,17,8,6,2.45
Parker Hall,Cooking Wares,Summer,18,8,6,2.76
Parker Hall,Phones,Summer,19,8,6,1.83
Adams Hall,Heaters,Summer,20,8,6,3.31
Village,Fridges,Summer,21,8,6,0.68
Kaplanis Hall,Kettles,Summer,22,8,6,3.86
Gillespie Hall,Phones,Summer,23,8,6,0.33
Smith Hall,Heaters,Summer,0,8,0,2.91
Kaplanis Hall,Kettles,Summer,1,8,0,2.26
Village,Lamps,Summer,2,8,0,2.21
Adams Hall,Fans,Summer,3,8,0,2.92
Moulton House,Cooking Wares,Summer,4,8,0,2.04
Gillespie Hall,Kettles,Summer,5,8,0,0.88
Moulton House,Fridges,Summer,6,8,0,0.44
Smith Hall,Cooking Wares,Summer,7,8,0,2.84
Village,Phones,Summer,8,8,0,1.91
Kaplanis Hall,Air Conditioners,Summer,9,8,0,0.86
Parker Hall,Cooking Wares,Summer,10,8,0,1.13
Smith Hall,Lamps,Summer,11,8,0,1.19
Parker Hall,Phones,Summer,12,8,0,2.53
Kaplanis Hall,Air Conditioners,Summer,13,8,0,0.26
Gillespie Hall,Laptops,Summer,14,8,0,2.91
Smith Hall,Kettles,Summer,15,8,0,1.35
Moulton House,Cooking Wares,Summer,16,8,0,2.13
Parker Hall,Lamps,Summer,17,8,0,2.12
Moulton House,Cooking Wares,Summer,18,8,0,0.41
Kaplanis Hall,Laptops,Summer,19,8,0,3.78
Village,Air Conditioners,Summer,20,8,0,1.19
Village,Fridges,Summer,21,8,0,3.32
Parker Hall,Fans,Summer,22,8,0,0.73
Gillespie Hall,Air Conditioners,Summer,23,8,0,14.8
Adams Hall,Fridges,Summer,0,8,1,1.65
Adams Hall,Lamps,Summer,1,8,1,2.86
Chu Hall,Laptops,Summer,2,8,1,2.51
Adams Hall,Air Conditioners,Summer,3,8,1,0.78
Smith Hall,Phones,Summer,4,8,1,2.2
Parker Hall,Kettles,Summer,5,8,1,0.36
Village,Heaters,Summer,6,8,1,0.17
Parker Hall,Lamps,Summer,7,8,1,2.1
Village,Lamps,Summer,8,8,1,2.01
Gillespie Hall,Fans,Summer,9,8,1,1.99
Village,Cooking Wares,Summer,10,8,1,1.7
Chu Hall,Laptops,Summer,11,8,1,1.73
Adams Hall,Fans,Summer,12,8,1,0.91
Chu Hall,Air Conditioners,Summer,13,8,1,2.84
Adams Hall,Laptops,Summer,14,8,1,0.18
Moulton House,Fridges,Summer,15,8,1,2.51
Adams Hall,Lamps,Summer,16,8,1,1.11
Village,Heaters,Summer,17,8,1,2.14
Kaplanis Hall,Phones,Summer,18,8,1,0.43
Smith Hall,Cooking Wares,Summer,19,8,1,1.55
Parker Hall,Fans,Summer,20,8,1,2.28
Moulton House,Laptops,Summer,21,8,1,0.77
Adams Hall,Fridges,Summer,22,8,1,3.08
Gillespie Hall,Kettles,Summer,23,8,1,0.15
Village,Cooking Wares,Summer,0,9,2,1.03
Kaplanis Hall,Laptops,Summer,1,9,2,0.61
Parker Hall,Lamps,Summer,2,9,2,0.55
Chu Hall,Lamps,Summer,3,9,2,0.53
Village,Fans,Summer,4,9,2,2.19
Gillespie Hall,Fans,Summer,5,9,2,1.39
Kaplanis Hall,Air Conditioners,Summer,6,9,2,1.34
Smith Hall,Phones,Summer,7,9,2,2.31
Smith Hall,Fans,Summer,8,9,2,1.85
Parker Hall,Kettles,Summer,9,9,2,2.62
Kaplanis Hall,Cooking Wares,Summer,10,9,2,2.61
Moulton House,Kettles,Summer,11,9,2,0.53
Kaplanis Hall,Air Conditioners,Summer,12,9,2,2.34
Gillespie Hall,Cooking Wares,Summer,13,9,2,2.86
Gillespie Hall,Fans,Summer,14,9,2,1.32
Kaplanis Hall,Fans,Summer,15,9,2,2.53
Parker Hall,Laptops,Summer,16,9,2,0.84
Gillespie Hall,Kettles,Summer,17,9,2,1.54
Gillespie Hall,Fans,Summer,18,9,2,2.72
Chu Hall,Air Conditioners,Summer,19,9,2,4.49
Village,Lamps,Summer,20,9,2,3.8
Kaplanis Hall,Kettles,Summer,21,9,2,4.16
Village,Cooking Wares,Summer,22,9,2,3.49
Parker Hall,Heaters,Summer,23,9,2,2.76
Village,Laptops,Summer,0,9,3,0.33
Gillespie Hall,Air Conditioners,Summer,1,9,3,1.98
Parker Hall,Heaters,Summer,2,9,3,0.17
Kaplanis Hall,Cooking Wares,Summer,3,9,3,1.74
Kaplanis Hall,Kettles,Summer,4,9,3,0.79
Smith Hall,Air Conditioners,Summer,5,9,3,1.11
Adams Hall,Air Conditioners,Summer,6,9,3,1.98
Village,Fridges,Summer,7,9,3,1.1
Adams Hall,Fridges,Summer,8,9,3,2.01
Moulton House,Cooking Wares,Summer,9,9,3,0.81
Moulton House,Heaters,Summer,10,9,3,1.23
Kaplanis Hall,Lamps,Summer,11,9,3,2.05
Moulton House,Kettles,Summer,12,9,3,0.9
Adams Hall,Heaters,Summer,13,9,3,1.63
Moulton House,Fridges,Summer,14,9,3,2.21
Village,Phones,Summer,15,9,3,1.11
Smith Hall,Lamps,Summer,16,9,3,1.49
Chu Hall,Heaters,Summer,17,9,3,0.51
Adams Hall,Heaters,Summer,18,9,3,2.37
Parker Hall,Fridges,Summer,19,9,3,3.07
Kaplanis Hall,Cooking Wares,Summer,20,9,3,2.3
Moulton House,Kettles,Summer,21,9,3,0.31
Gillespie Hall,Cooking Wares,Summer,22,9,3,1.17
Gillespie Hall,Air Conditioners,Summer,23,9,3,0.97
Kaplanis Hall,Heaters,Summer,0,9,4,2.89
Chu Hall,Phones,Summer,1,9,4,2.89
Chu Hall,Laptops,Summer,2,9,4,0.49
Gillespie Hall,Lamps,Summer,3,9,4,1.2
Gillespie Hall,Cooking Wares,Summer,4,9,4,0.69
Kaplanis Hall,Fridges,Summer,5,9,4,0.63
Village,Fridges,Summer,6,9,4,1.34
Kaplanis Hall,Laptops,Summer,7,9,4,1.28
Parker Hall,Phones,Summer,8,9,4,0.26
Moulton House,Lamps,Summer,9,9,4,1.11
Parker Hall,Fans,Summer,10,9,4,2.84
Smith Hall,Heaters,Summer,11,9,4,1.8
Kaplanis Hall,Air Conditioners,Summer,12,9,4,1.08
Chu Hall,Lamps,Summer,13,9,4,0.2
Moulton House,Cooking Wares,Summer,14,9,4,0.89
Parker Hall,Fans,Summer,15,9,4,2.87
Adams Hall,Air Conditioners,Summer,16,9,4,1.32
Parker Hall,Phones,Summer,17,9,4,1.7
Kaplanis Hall,Fridges,Summer,18,9,4,1.6
Parker Hall,Fridges,Summer,19,9,4,0.95
Parker Hall,Lamps,Summer,20,9,4,1.61
Parker Hall,Air Conditioners,Summer,21,9,4,1.76
Parker Hall,Air Conditioners,Summer,22,9,4,1.21
Adams Hall,Laptops,Summer,23,9,4,2.75
Parker Hall,Phones,Summer,0,9,5,2.3
Adams Hall,Laptops,Summer,1,9,5,0.94
Adams Hall,Lamps,Summer,2,9,5,1.15
Parker Hall,Air Conditioners,Summer,3,9,5,1.43
Chu Hall,Kettles,Summer,4,9,5,0.65
Village,Heaters,Summer,5,9,5,0.8
Village,Laptops,Summer,6,9,5,2.91
Village,Kettles,Summer,7,9,5,1.9
Village,Fridges,Summer,8,9,5,1.24
Gillespie Hall,Air Conditioners,Summer,9,9,5,0.97
Parker Hall,Lamps,Summer,10,9,5,2.88
Chu Hall,Laptops,Summer,11,9,5,2.13
Smith Hall,Lamps,Summer,12,9,5,2.86
Parker Hall,Fridges,Summer,13,9,5,2.13
Chu Hall,Fridges,Summer,14,9,5,2.62
Village,Laptops,Summer,15,9,5,1.59
Adams Hall,Heaters,Summer,16,9,5,1.73
Adams Hall,Fans,Summer,17,9,5,1.92
Kaplanis Hall,Lamps,Summer,18,9,5,0.57
Moulton House,Air Conditioners,Summer,19,9,5,3.03
Parker Hall,Air Conditioners,Summer,20,9,5,0.25
Chu Hall,Heaters,Summer,21,9,5,2.53
Smith Hall,Lamps,Summer,22,9,5,4.25
Chu Hall,Lamps,Summer,23,9,5,0.25
Chu Hall,Laptops,Summer,0,9,6,2.21
Moulton House,Fridges,Summer,1,9,6,1.7
Village,Kettles,Summer,2,9,6,0.46
Village,Air Conditioners,Summer,3,9,6,2.99
Chu Hall,Air Conditioners,Summer,4,9,6,2.47
Chu Hall,Cooking Wares,Summer,5,9,6,1.35
Kaplanis Hall,Kettles,Summer,6,9,6,1.14
Kaplanis Hall,Laptops,Summer,7,9,6,2.77
Kaplanis Hall,Cooking Wares,Summer,8,9,6,2.54
Village,Cooking Wares,Summer,9,9,6,0.75
Village,Fans,Summer,10,9,6,0.35
Moulton House,Heaters,Summer,11,9,6,2.21
Smith Hall,Fans,Summer,12,9,6,2.91
Village,Cooking Wares,Summer,13,9,6,1.02
Smith Hall,Fridges,Summer,14,9,6,1.62
Kaplanis Hall,Air Conditioners,Summer,15,9,6,0.24
Smith Hall,Heaters,Summer,16,9,6,0.99
Village,Fridges,Summer,17,9,6,0.97
Kaplanis Hall,Kettles,Summer,18,9,6,3.93
Gillespie Hall,Fans,Summer,19,9,6,1.53
Moulton House,Laptops,Summer,20,9,6,1.11
Parker Hall,Kettles,Summer,21,9,6,1.01
Parker Hall,Kettles,Summer,22,9,6,2.58
Smith Hall,Fans,Summer,23,9,6,2.02
Village,Heaters,Summer,0,9,0,0.51
Gillespie Hall,Heaters,Summer,1,9,0,1.45
Parker Hall,Cooking Wares,Summer,2,9,0,0.25
Smith Hall,Cooking Wares,Summer,3,9,0,0.38
Moulton House,Laptops,Summer,4,9,0,0.44
Smith Hall,Cooking Wares,Summer,5,9,0,1.53
Gillespie Hall,Fans,Summer,6,9,0,2.33
Smith Hall,Fridges,Summer,7,9,0,0.92
Kaplanis Hall,Laptops,Summer,8,9,0,0.76
Chu Hall,Heaters,Summer,9,9,0,2.65
Parker Hall,Phones,Summer,10,9,0,2.95
Moulton House,Fans,Summer,11,9,0,0.88
Moulton House,Fans,Summer,12,9,0,0.95
Village,Heaters,Summer,13,9,0,2.94
Kaplanis Hall,Air Conditioners,Summer,14,9,0,2.53
Moulton House,Heaters,Summer,15,9,0,0.33
Village,Phones,Summer,16,9,0,0.22
Adams Hall,Fridges,Summer,17,9,0,1.9
Gillespie Hall,Phones,Summer,18,9,0,0.42
Chu Hall,Laptops,Summer,19,9,0,2.08
Moulton House,Air Conditioners,Summer,20,9,0,2.5
Chu Hall,Fridges,Summer,21,9,0,2.77
Chu Hall,Lamps,Summer,22,9,0,0.25
Village,Kettles,Summer,23,9,0,0.85
Kaplanis Hall,Air Conditioners,Summer,0,9,1,2.67
Chu Hall,Lamps,Summer,1,9,1,0.63
Moulton House,Air Conditioners,Summer,2,9,1,1.92
Smith Hall,Air Conditioners,Summer,3,9,1,2.21
Moulton House,Heaters,Summer,4,9,1,0.48
Adams Hall,Heaters,Summer,5,9,1,0.3
Gillespie Hall,Fans,Summer,6,9,1,2.56
Smith Hall,Air Conditioners,Summer,7,9,1,1.77
Gillespie Hall,Kettles,Summer,8,9,1,2.75
Gillespie Hall,Air Conditioners,Summer,9,9,1,0.75
Village,Laptops,Summer,10,9,1,0.54
Adams Hall,Fans,Summer,11,9,1,1.75
Village,Fridges,Summer,12,9,1,0.78
Parker Hall,Kettles,Summer,13,9,1,1.45
Chu Hall,Fans,Summer,14,9,1,0.92
Village,Phones,Summer,15,9,1,0.68
Gillespie Hall,Laptops,Summer,16,9,1,0.28
Parker Hall,Cooking Wares,Summer,17,9,1,2.6
Moulton House,Laptops,Summer,18,9,1,3.56
Village,Fans,Summer,19,9,1,3.38
Smith Hall,Cooking Wares,Summer,20,9,1,4.33
Gillespie Hall,Kettles,Summer,21,9,1,3.98
Parker Hall,Phones,Summer,22,9,1,0.35
Gillespie Hall,Lamps,Summer,23,9,1,1.78
Chu Hall,Heaters,Summer,0,9,2,1.61
Chu Hall,Laptops,Summer,1,9,2,1.68
Kaplanis Hall,Kettles,Summer,2,9,2,0.72
Smith Hall,Fridges,Summer,3,9,2,2.27
Gillespie Hall,Cooking Wares,Summer,4,9,2,2.59
Chu Hall,Lamps,Summer,5,9,2,2.93
Village,Cooking Wares,Summer,6,9,2,2.69
Gillespie Hall,Cooking Wares,Summer,7,9,2,1.3
Gillespie Hall,Cooking Wares,Summer,8,9,2,0.61
Gillespie Hall,Fridges,Summer,9,9,2,1.78
Smith Hall,Cooking Wares,Summer,10,9,2,1.44
Chu Hall,Laptops,Summer,11,9,2,2.82
Kaplanis Hall,Laptops,Summer,12,9,2,0.17
Kaplanis Hall,Fridges,Summer,13,9,2,2.81
Gillespie Hall,Phones,Summer,14,9,2,2.76
Adams Hall,Laptops,Summer,15,9,2,2.15
Moulton House,Lamps,Summer,16,9,2,0.27
Gillespie Hall,Lamps,Summer,17,9,2,1.79
Gillespie Hall,Fridges,Summer,18,9,2,4.38
Kaplanis Hall,Heaters,Summer,19,9,2,2.27
Gillespie Hall,Fridges,Summer,20,9,2,3.69
Chu Hall,Laptops,Summer,21,9,2,1.7
Moulton House,Fans,Summer,22,9,2,2.25
Smith Hall,Lamps,Summer,23,9,2,1.69
Kaplanis Hall,Lamps,Summer,0,9,3,0.79
Smith Hall,Heaters,Summer,1,9,3,2.5
Gillespie Hall,Cooking Wares,Summer,2,9,3,0.36
Smith Hall,Fridges,Summer,3,9,3,2.71
Chu Hall,Kettles,Summer,4,9,3,2.94
Smith Hall,Phones,Summer,5,9,3,1.1
Kaplanis Hall,Fans,Summer,6,9,3,1.74
Moulton House,Fridges,Summer,7,9,3,2.44
Smith Hall,Lamps,Summer,8,9,3,0.34
Chu Hall,Fans,Summer,9,9,3,2.08
Adams Hall,Lamps,Summer,10,9,3,0.23
Chu Hall,Lamps,Summer,11,9,3,0.24
Smith Hall,Phones,Summer,12,9,3,0.64
Village,Laptops,Summer,13,9,3,0.62
Chu Hall,Kettles,Summer,14,9,3,0.95
Kaplanis Hall,Fridges,Summer,15,9,3,1.83
Kaplanis Hall,Fans,Summer,16,9,3,1.64
Moulton House,Heaters,Summer,17,9,3,0.59
Smith Hall,Fans,Summer,18,9,3,0.52
Smith Hall,Kettles,Summer,19,9,3,2.48
Smith Hall,Air Conditioners,Summer,20,9,3,3.68
Chu Hall,Lamps,Summer,21,9,3,4.48
Parker Hall,Cooking Wares,Summer,22,9,3,2.31
Kaplanis Hall,Laptops,Summer,23,9,3,2.9
Gillespie Hall,Laptops,Summer,0,9,4,1.63
Chu Hall,Fridges,Summer,1,9,4,0.5
Adams Hall,Laptops,Summer,2,9,4,0.97
Chu Hall,Laptops,Summer,3,9,4,0.26
Smith Hall,Heaters,Summer,4,9,4,2.96
Moulton House,Air Conditioners,Summer,5,9,4,1.96
Parker Hall,Phones,Summer,6,9,4,0.33
Moulton House,Phones,Summer,7,9,4,1.68
Gillespie Hall,Heaters,Summer,8,9,4,0.64
Adams Hall,Phones,Summer,9,9,4,25.7
Parker Hall,Heaters,Summer,10,9,4,1.5
Kaplanis Hall,Air Conditioners,Summer,11,9,4,0.99
Smith Hall,Laptops,Summer,12,9,4,2.75
Smith Hall,Fans,Summer,13,9,4,1.03
Smith Hall,Lamps,Summer,14,9,4,0.58
Adams Hall,Heaters,Summer,15,9,4,1.21
Adams Hall,Heaters,Summer,16,9,4,1.7000000000000002
Parker Hall,Phones,Summer,17,9,4,1.23
Moulton House,Air Conditioners,Summer,18,9,4,4.42
Adams Hall,Kettles,Summer,19,9,4,2.8
Parker Hall,Kettles,Summer,20,9,4,3.09
Adams Hall,Fridges,Summer,21,9,4,0.39
Gillespie Hall,Phones,Summer,22,9,4,2.07
Kaplanis Hall,Kettles,Summer,23,9,4,2.43
Kaplanis Hall,Laptops,Summer,0,9,5,2.94
Adams Hall,Cooking Wares,Summer,1,9,5,1.67
Adams Hall,Laptops,Summer,2,9,5,1.71
Chu Hall,Heaters,Summer,3,9,5,1.96
Smith Hall,Laptops,Summer,4,9,5,1.82
Gillespie Hall,Heaters,Summer,5,9,5,0.69
Chu Hall,Air Conditioners,Summer,6,9,5,0.49
Kaplanis Hall,Laptops,Summer,7,9,5,0.72
Village,Fridges,Summer,8,9,5,1.48
Village,Lamps,Summer,9,9,5,2.97
Kaplanis Hall,Cooking Wares,Summer,10,9,5,2.98
Moulton House,Fridges,Summer,11,9,5,2.41
Gillespie Hall,Phones,Summer,12,9,5,0.52
Parker Hall,Lamps,Summer,13,9,5,0.35
Parker Hall,Kettles,Summer,14,9,5,1.01
Smith Hall,Fridges,Summer,15,9,5,0.83
Village,Phones,Summer,16,9,5,0.98
Village,Air Conditioners,Summer,17,9,5,1.18
Moulton House,Laptops,Summer,18,9,5,1.3
Parker Hall,Laptops,Summer,19,9,5,2.06
Parker Hall,Fans,Summer,20,9,5,0.82
Parker Hall,Air Conditioners,Summer,21,9,5,0.33
Village,Laptops,Summer,22,9,5,1.67
Chu Hall,Heaters,Summer,23,9,5,2.74
Gillespie Hall,Laptops,Summer,0,9,6,0.8
Adams Hall,Phones,Summer,1,9,6,1.28
Parker Hall,Heaters,Summer,2,9,6,2.62
Parker Hall,Fans,Summer,3,9,6,0.47
Smith Hall,Cooking Wares,Summer,4,9,6,0.96
Kaplanis Hall,Lamps,Summer,5,9,6,2.19
Chu Hall,Kettles,Summer,6,9,6,2.93
Moulton House,Kettles,Summer,7,9,6,1.22
Village,Laptops,Summer,8,9,6,1.53
Kaplanis Hall,Cooking Wares,Summer,9,9,6,1.92
Village,Cooking Wares,Summer,10,9,6,0.52
Parker Hall,Laptops,Summer,11,9,6,2.89
Kaplanis Hall,Lamps,Summer,12,9,6,2.28
Adams Hall,Cooking Wares,Summer,13,9,6,2.9
Village,Kettles,Summer,14,9,6,0.53
Chu Hall,Laptops,Summer,15,9,6,1.69
Moulton House,Fans,Summer,16,9,6,0.98
Moulton House,Fridges,Summer,17,9,6,2.68
Gillespie Hall,Kettles,Summer,18,9,6,3.66
Village,Phones,Summer,19,9,6,3.11
Adams Hall,Heaters,Summer,20,9,6,2.29
Chu Hall,Cooking Wares,Summer,21,9,6,1.57
Adams Hall,Heaters,Summer,22,9,6,3.62
Moulton House,Air Conditioners,Summer,23,9,6,2.05
Moulton House,Kettles,Summer,0,9,0,1.38
Gillespie Hall,Fans,Summer,1,9,0,2.71
Village,Lamps,Summer,2,9,0,0.44
Chu Hall,Laptops,Summer,3,9,0,1.53
Village,Fans,Summer,4,9,0,0.16
Kaplanis Hall,Heaters,Summer,5,9,0,1.22
Parker Hall,Phones,Summer,6,9,0,2.82
Moulton House,Lamps,Summer,7,9,0,2.5
Kaplanis Hall,Kettles,Summer,8,9,0,0.8
Village,Phones,Summer,9,9,0,2.82
Adams Hall,Fans,Summer,10,9,0,2.17
Village,Kettles,Summer,11,9,0,2.07
Gillespie Hall,Phones,Summer,12,9,0,0.82
Kaplanis Hall,Kettles,Summer,13,9,0,0.67
Chu Hall,Heaters,Summer,14,9,0,2.99
Smith Hall,Fans,Summer,15,9,0,0.52
Chu Hall,Heaters,Summer,16,9,0,0.47
Gillespie Hall,Air Conditioners,Summer,17,9,0,2.31
Moulton House,Phones,Summer,18,9,0,1.9
Parker Hall,Fans,Summer,19,9,0,0.69
Parker Hall,Heaters,Summer,20,9,0,4.02
Gillespie Hall,Laptops,Summer,21,9,0,1.85
Kaplanis Hall,Air Conditioners,Summer,22,9,0,3.1
Chu Hall,Lamps,Summer,23,9,0,0.64
Gillespie Hall,Heaters,Summer,0,9,1,1.9
Kaplanis Hall,Cooking Wares,Summer,1,9,1,2.64
Parker Hall,Lamps,Summer,2,9,1,1.23
Adams Hall,Heaters,Summer,3,9,1,1.75
Adams Hall,Kettles,Summer,4,9,1,0.27
Chu Hall,Fridges,Summer,5,9,1,1.02
Kaplanis Hall,Fridges,Summer,6,9,1,0.51
Chu Hall,Laptops,Summer,7,9,1,1.98
Adams Hall,Cooking Wares,Summer,8,9,1,1.83
Smith Hall,Phones,Summer,9,9,1,2.66
Kaplanis Hall,Fridges,Summer,10,9,1,2.51
Kaplanis Hall,Fridges,Summer,11,9,1,1.63
Adams Hall,Phones,Summer,12,9,1,2.4
